TAID,Class,BCUTi-1l,BCUTdv-1h,BCUTs-1l,BCUTi-1h,BCUTZ-1l,BCUTs-1h,BCUTd-1h,BCUTv-1l,SIC0,BCUTse-1l,BCUTse-1h,BCUTdv-1l,EState_VSA8,nBase,PEOE_VSA7,SLogP,SMR_VSA6,BCUTZ-1h,SMR_VSA3,AATSC0v,ETA_dEpsilon_D
TOX-6432,0,10.31977333,6.022471181,0.298944568,14.54022034,5.699276177,7.014570538,4.043801402,14.70107602,0.418623304,2.440357637,3.768246362,0.644236396,0.0,0,24.26546827,0.0936,5.733667477,16.0131215,4.722094864,48.37481983,0.11302521
TOX-3973,1,10.3192859,6.022684048,0.300209317,14.54405316,5.693526471,7.014579086,4.042874573,14.70101886,0.309676032,2.43489148,3.768653794,0.642094058,17.14043553,1,44.13025726,0.5567,26.74406676,16.013355,10.21669833,49.3765504,0.068896321
TOX-62755,0,10.31205067,5.169794478,0.605196608,14.69093767,5.846381011,4.005266734,3.075478817,15.44417338,0.447021936,2.552373783,3.390638878,0.653189944,10.19736362,0,6.420821623,0.6827,5.733667477,16.00450237,10.19736362,51.07787318,0.116666667
TOX-3888,1,10.92893674,6.025402696,1.158409902,14.53782594,5.668287605,7.010462815,4.024021332,14.70178906,0.255753269,2.411906289,3.707766767,0.993519902,0.0,1,19.91384147,1.0289,7.109797541,8.027676334,0.0,47.53104991,0.083492823
TOX-52937,1,10.95381904,7.008749755,1.147750135,17.42901037,5.692134612,8.006151518,4.029777663,13.30309566,0.374645279,2.434906966,4.017076145,0.771226743,0.0,0,17.40891662,5.0165,0.0,17.00320525,0.0,44.68125761,0.0
TOX-20341,1,10.95382183,7.004120851,1.350425861,14.59482872,5.692525879,8.00193764,3.232118405,14.65155418,0.29844445,2.436270007,3.756986988,0.994936037,0.0,1,45.2600232,3.299,32.08476651,8.054611816,4.899909731,47.98121643,0.0
TOX-35805,0,10.9094532,6.03154959,1.137073197,14.54378058,5.648722561,7.011574397,4.024125666,14.70019271,0.216621256,2.393025422,3.718644075,0.9872569,5.316788604,0,33.77096891,5.29572,32.12298092,8.03400574,4.899909731,48.85939516,0.046478745
TOX-35732,1,10.94262563,6.009369159,1.051832657,14.54327986,5.682127427,6.003753662,4.122372981,14.70565109,0.207491914,2.427191166,3.681765556,0.988534435,31.7374884,1,94.72151886,4.8039,20.19931035,8.013253428,4.899909731,51.60562429,0.026975547
TOX-51735,0,10.33796082,6.023447539,0.622250823,14.55698035,5.770326221,7.009356599,3.193343281,14.69713923,0.256384739,2.507854685,3.703869144,0.654761782,19.00318713,0,31.4361401,3.8751,12.35973557,16.0020029,0.0,51.62013049,0.0
TOX-2369,1,10.92893886,6.025410547,1.157963081,14.53782725,5.668289729,7.010465712,4.024035005,14.70178883,0.257593827,2.411908439,3.70833225,0.993724785,0.0,1,12.99010427,0.0013,13.71667951,8.028246509,0.0,46.86802701,0.095336306
TOX-2718,1,10.95231087,7.004057307,1.160981881,17.4247717,5.692633581,8.001919451,4.024003773,13.3041207,0.279296209,2.436997913,4.009945478,0.774002152,4.899909731,1,67.76887518,4.4256,19.63426922,17.00110322,4.899909731,52.57084568,0.020132953
TOX-3562,0,10.25024926,6.021997525,0.536804491,13.64253793,5.811945458,7.008290165,3.037726847,14.70144413,0.334735162,2.552604218,3.713652759,0.561229818,0.0,0,19.26246487,2.7851,5.752853607,16.10101259,0.0,57.20395559,0.044017094
TOX-15059,0,10.46461633,6.011482684,0.291617444,14.54513115,5.890268323,7.006600977,4.034246294,14.70510719,0.430368421,2.442036094,3.704856833,0.540509044,5.087295063,0,0.0,1.4939,38.00115807,17.0021232,9.757711253,53.2409488,0.047828362
TOX-47631,1,10.94631589,6.028733999,1.231974724,14.54328231,5.685838733,7.008274599,3.201491984,14.70073768,0.229004111,2.430787803,3.714641971,0.987775273,23.95638107,1,86.65235925,4.5374,48.13558494,8.029590355,4.899909731,50.26782424,0.0
TOX-2740,1,10.97046949,6.021929983,1.266777467,14.69417267,5.705236705,7.008267964,3.287272512,14.70271721,0.273852179,2.44488801,3.701431344,0.987169681,18.94615621,0,18.05064018,3.2964,0.0,8.021955563,9.614079702,51.45262668,0.0
TOX-4049,0,10.25020181,6.030712636,0.537816404,14.54545778,5.819777319,7.015956262,3.133103866,14.69977294,0.308995997,2.55673676,3.725529917,0.559837344,21.26715442,2,12.84164325,-3.8768,24.59522003,16.10101874,21.26715442,44.99642912,0.162307692
TOX-30588,0,10.9548898,6.023213273,1.347932918,14.54027644,5.694399261,7.009368885,3.13581036,14.7006836,0.324588847,2.439742684,3.714008882,1.856744432,5.316788604,0,18.55355576,1.2812,6.544756406,8.029024082,5.316788604,48.68087067,0.068235294
TOX-2870,1,10.91306851,5.042241806,1.371655157,14.55330972,5.652744076,3.03645766,3.239261736,15.58726718,0.262221593,2.398710869,3.3088884,1.896086838,52.77376282,2,16.33589992,2.384,13.08951281,7.05906485,5.316788604,52.92521966,0.026470588
TOX-9956,1,10.9336625,4.256246799,1.3515799,14.53780331,5.673310912,4.00485302,3.258634444,15.59610003,0.220764375,2.419250085,3.221595136,0.988004537,55.45467375,1,28.69393367,3.8572,6.544756406,7.012139941,0.0,54.81868199,0.042222222
TOX-5132,1,10.45290206,7.001908527,0.293380076,17.42455304,5.778041522,8.001593095,4.02813968,13.3046991,0.332838642,2.425533891,4.009270197,0.518710106,0.0,0,12.33872767,3.23,6.664825604,15.01107746,0.0,49.10990117,0.0
TOX-30482,1,10.96003533,6.009809519,1.197009336,14.54023272,5.699532216,6.002602137,4.017044241,14.70583761,0.244524883,2.444123275,3.682251405,0.989907338,26.0880002,1,45.74558898,2.3722,26.3654023,8.013574234,5.316788604,49.20116124,0.044057971
TOX-38418,0,10.95391849,6.022014587,1.249179337,14.54139857,5.693531968,7.008271996,3.061822169,14.70241451,0.252824004,2.438945007,3.70215625,0.988712184,10.63357721,1,30.53782887,1.493,19.69639478,8.022268378,10.63357721,48.9605832,0.064909091
TOX-11796,0,10.31783731,6.024855639,0.300585138,14.64175238,5.655121308,7.019202539,4.046402775,14.69902446,0.346775268,2.398742649,3.787919838,0.643687221,10.52719892,0,35.90493987,1.992,5.425791397,16.01584354,0.0,43.54409278,0.068180708
TOX-62775,1,10.95441743,6.023225721,1.233704454,14.55287661,5.693037586,7.009359354,3.246679895,14.70177808,0.249028341,2.437229043,3.703715424,0.9872569,33.94806099,2,56.74138074,3.5083,42.94048036,8.023297872,14.78379798,50.17673088,0.016061828
TOX-7733,1,10.94363855,6.022000856,1.151489394,14.5432751,5.683301809,7.008269709,4.034776511,14.70251628,0.223449827,2.429076686,3.701505346,0.987886524,36.0891152,1,24.47146181,4.0626,26.30327674,8.022085681,4.899909731,52.91579561,0.0
TOX-4162,1,10.95400846,6.007978305,1.23929774,14.54022577,5.693622008,6.002601657,3.061786242,14.70588692,0.23712479,2.439024175,3.67859816,0.988934989,31.29699714,1,42.87655654,2.3934,26.3654023,8.011863779,5.316788604,49.98043223,0.043560606
TOX-13471,0,10.93507808,6.025721061,1.110914864,14.54474656,5.674585141,7.011553594,4.034152565,14.70178046,0.284939553,2.419244582,3.708667338,0.994936587,6.578935684,1,31.29826706,-1.0647,14.09534397,8.027217792,4.899909731,46.3772691,0.097368421
TOX-10356,1,10.95368821,7.00405696,1.343105908,17.42477159,5.69306107,8.001918817,3.137774026,13.30412094,0.277510137,2.43791165,4.009939728,1.857044728,14.78379798,1,49.36378044,3.0058,37.62369176,9.004066135,9.883888252,50.55700528,0.0
TOX-21981,0,10.33723186,5.081505654,0.628330308,14.57031183,5.699310152,4.008804925,4.024745949,15.5798053,0.264922311,2.437638461,3.35877525,0.660641331,19.96961893,10,76.22588535,2.2088,9.799819462,16.00200526,0.0,49.26790753,0.103276669
TOX-72674,0,10.2573133,6.011444966,0.250965125,13.63718906,5.887653369,7.006598757,4.029432425,14.70511005,0.360836116,2.430251759,3.704164377,0.450853128,0.0,0,6.9237372,3.6372,18.11258918,16.02174398,0.0,59.18284135,0.0
TOX-6031,0,10.95443878,7.004115714,1.475690657,14.5947364,5.693314226,8.001935628,3.147560711,14.6515552,0.434984971,2.437766063,3.756944043,2.777134205,0.0,0,6.066367068,1.293,0.0,8.054631389,0.0,38.72707241,0.052991453
TOX-38233,1,10.95389309,6.023375876,1.254352962,14.5462056,5.693485428,7.009361881,3.140294875,14.70177785,0.24332038,2.43805924,3.703987386,0.773990931,34.40480585,2,61.85096913,3.6137,52.92309238,17.00110419,20.43339667,51.29366642,0.027756892
TOX-72938,0,10.94032766,6.030170329,1.143491863,13.64738189,5.679869729,7.008279724,3.260457241,14.70030502,0.229454645,2.424787229,3.716904722,0.996623265,0.0,0,40.95582275,2.9944,41.33609886,8.032982195,0.0,47.95748379,0.024305556
TOX-30116,0,10.95433887,6.022034575,1.249179504,14.54066957,5.693743745,7.008274159,3.134737228,14.70241286,0.2914538,2.438493103,3.702265955,0.988941989,5.316788604,1,24.26546827,0.5232,13.15163837,8.022277443,5.316788604,48.16612657,0.104040404
TOX-14044,0,10.925469,6.025821889,1.389403214,13.64832913,5.665076551,7.011585813,3.262844581,14.69977294,0.271892034,2.410426693,3.720353938,2.79141021,0.0,0,58.69062053,2.446,0.0,8.034452674,0.0,42.80219046,0.086469534
TOX-37343,1,10.95319951,6.032121456,1.23940303,14.54523901,5.692560128,7.009369103,3.239750894,14.69976983,0.228053291,2.436211398,3.718852141,0.987200373,23.64729386,2,51.20245549,4.1728,83.05740595,8.03340928,9.799819462,48.21860869,0.0
TOX-1811,0,10.33782071,6.030282597,0.617314646,14.54388118,5.688587416,7.011553035,4.023092037,14.69977119,0.275979113,2.434039072,3.718244454,0.659353856,5.316788604,0,61.93302788,2.4962,0.0,16.00200505,10.21669833,50.37671001,0.03037323
TOX-36516,1,10.9432909,6.009838361,1.069001445,14.86030525,5.682783247,6.027394799,4.1210259,14.70617839,0.297794376,2.427755282,3.678385359,0.996964046,22.45834835,1,50.90553344,1.68648,13.59242839,8.011123637,4.899909731,48.0582925,0.043269231
TOX-12603,0,10.97368475,6.004929131,1.365957003,14.54784868,5.709521501,6.003804972,3.257267619,14.7059083,0.334023609,2.44939969,3.678454773,0.995523872,4.983978521,0,6.9237372,0.73432,7.109797541,8.011655686,4.983978521,47.42038044,0.081025641
TOX-44542,1,10.97138517,5.054992776,1.341182204,14.55484664,5.709472152,2.290864547,3.268259106,15.58490236,0.23842904,2.452094183,3.328860654,0.994028244,60.78199735,1,64.16803351,2.74192,20.64010037,7.06601802,9.300604337,52.27545311,0.0
TOX-35416,0,10.95950593,6.016707485,1.190448795,14.54349662,5.698029489,4.005255529,4.019012288,14.705109,0.289303205,2.441579687,3.690682384,0.995954487,4.899909731,1,12.13273414,1.4785,38.58170062,8.016978754,4.899909731,48.78856126,0.053634085
TOX-90510,1,10.94645831,6.028208493,1.252262767,14.54326999,5.686136215,7.008271836,3.194073646,14.70119015,0.252159926,2.431973499,3.714076807,1.893177916,4.899909731,1,11.12690298,2.6939,39.45491511,8.028925124,4.899909731,51.69428392,0.0
TOX-5574,1,10.4608217,6.022033929,0.293509221,13.65190325,5.887651839,7.007678734,4.035652711,14.70210385,0.314707129,2.445573031,3.732850995,0.540999329,0.0,0,27.6949488,3.3652,26.42752786,15.01312204,0.0,47.77950655,0.0
TOX-52327,0,10.33760343,6.027091304,0.622146438,14.78241363,5.693212917,7.01265653,3.271799135,14.70024647,0.318710097,2.438255336,3.716452968,0.654581747,31.14300773,0,40.61979755,-0.08558,11.50570721,16.00305062,40.72472039,45.86614949,0.065602837
TOX-3975,0,11.03978305,7.004060249,1.261581944,17.42476995,5.769683458,8.001918109,3.218192448,13.30412129,0.4301892,2.494204041,4.009978146,1.856351575,0.0,0,12.84164325,-0.0153,6.606881965,9.004064913,9.551078169,42.48890996,0.046734694
TOX-7490,0,10.919482,6.024807774,1.368110658,13.64379106,5.658883008,7.009381022,3.292476482,14.7004328,0.26813013,2.402752265,3.714973974,2.752027108,0.0,0,35.89528683,3.9686,0.0,8.029817947,0.0,45.64081979,0.040987654
TOX-8476,0,11.0360087,6.024937796,1.39651067,14.56527674,5.758122296,7.010465317,3.33117893,14.70045084,0.394396188,2.476223164,3.715352854,0.996026452,4.983978521,0,0.0,-1.4817,0.0,8.029621551,18.68527746,40.82843514,0.037472767
TOX-3942,1,10.96606918,6.02926422,1.117003237,14.54465056,5.70369644,7.010446296,4.03465723,14.70042998,0.323236245,2.444377527,3.715701053,0.995520595,5.316788604,1,6.9237372,-1.6512,20.26143591,8.030031517,10.21669833,45.13391551,0.107998084
TOX-42539,1,11.15242766,5.011318208,1.275765055,14.54455301,5.88149083,2.061748645,3.032167458,15.59159376,0.30335416,2.6071963,3.495862747,0.76707063,9.799819462,2,0.0,2.5456,62.78855222,17.00416464,9.799819462,56.19924029,0.0
TOX-16717,1,10.94798436,6.028517904,1.410377071,14.54373777,5.686757125,7.009355964,3.242843522,14.70063176,0.278224709,2.431215506,3.714852424,0.9872569,5.316788604,1,31.64306857,2.06192,32.06085536,8.029446558,4.899909731,49.04721362,0.026428571
TOX-1773,0,10.94469455,6.022154699,1.402373051,14.69232314,5.682035944,7.008292645,3.270551315,14.70114105,0.308965762,2.425192744,3.714219849,1.991069715,5.098681808,0,17.69618563,2.548,6.606881965,8.028904192,9.780484743,48.325357,0.024891775
TOX-9108,0,11.09645234,6.021973362,1.348545397,14.54395349,5.835622189,7.008265973,3.12297884,14.70271363,0.372828664,2.577053557,3.701884595,0.996970794,0.0,0,6.420821623,0.2386,13.59242839,8.022009322,4.899909731,47.19934796,0.0
TOX-20785,0,11.06665473,4.009998223,1.252840107,14.54063885,5.805987206,4.004847269,3.021914632,15.59408255,0.21953316,2.551390933,3.237259559,0.988914378,19.164263,2,44.81464013,1.7511,19.63426922,7.020114517,5.316788604,45.7940839,0.093333333
TOX-55183,1,10.95365474,6.030074948,1.172180815,14.54887028,5.693229437,7.014912356,3.223864923,14.70177764,0.22429533,2.438394859,3.717951993,0.987667501,33.50768022,0,62.22994992,-3.0908,19.69639478,8.03556085,36.38376248,46.83497713,0.099270456
TOX-26048,1,10.96017042,6.010144698,1.367420743,14.6909878,5.698773915,3.51122733,3.231475623,14.70681143,0.28835234,2.442519205,3.677500195,0.996022171,38.01113186,1,19.18040612,2.102,50.07418905,8.010162031,15.09727335,48.84497906,0.0
TOX-44520,1,10.96736814,6.029473704,1.059787749,13.65061605,5.707049314,7.009403523,4.119279488,14.69972475,0.200520607,2.452906788,3.720726338,0.994890432,26.84723171,0,98.70982135,0.6174,26.93044343,8.036313271,0.0,47.82277615,0.082141019
TOX-6564,0,11.04557676,5.033220514,1.777310734,14.69078237,5.780056999,3.063598075,2.302,15.44420708,0.482816804,2.520364766,3.384468127,2.781687226,10.19736362,0,6.066367068,0.4097,0.0,7.170234185,10.19736362,45.11253556,0.093333333
TOX-2181,0,10.96639764,6.02873226,1.143883766,13.64555819,5.706064097,7.009381525,3.200747256,14.69977134,0.223395833,2.451830825,3.717053598,0.987604141,12.99975731,0,43.09220311,2.4404,0.0,8.031646967,0.0,48.8935823,0.068104575
TOX-4454,0,11.24106059,7.004119192,1.601718436,14.67179752,5.939244688,8.001935359,3.131557507,14.65105489,0.488524737,2.629285432,3.75857504,0.99697383,10.38729225,3,0.0,-0.894,7.047671983,8.054978726,5.008912524,28.80557187,0.138333333
TOX-26120,1,10.9056135,6.029767067,1.16273388,13.64595477,5.645205051,7.008277059,3.327811857,14.70038092,0.243985056,2.390471469,3.716091932,0.996622473,0.0,0,35.21514398,3.0491,41.83901444,8.031694108,0.0,47.40740477,0.015405983
TOX-58216,1,10.96719982,6.029271492,1.061246134,13.64702815,5.706896436,7.010482967,4.119208258,14.69977074,0.194415397,2.452870926,3.719410027,0.991832669,47.6184433,0,110.5456334,7.4253,0.0,8.033244512,0.0,51.20719883,0.02452381
TOX-4025,0,11.03737805,6.022010563,1.127425774,13.64266355,5.776715872,7.00829127,4.02391275,14.701218,0.264013833,2.519990357,3.713766204,0.987989908,0.0,0,19.26246487,1.7924,0.0,8.028745423,0.0,47.93189043,0.076923077
TOX-67629,0,10.95897615,6.022101109,1.424124786,14.56421056,5.693811172,7.008280223,3.2199308,14.70269329,0.32906532,2.432084562,3.704082698,0.995953443,9.967957042,0,25.12283841,1.8697,0.0,8.022243581,14.36865165,45.47651426,0.02622807
TOX-16401,0,11.06075482,6.024587703,1.229084909,14.54634609,5.798785637,7.010444048,3.207471884,14.70178022,0.279952577,2.537769828,3.707056329,0.987937987,5.316788604,0,19.26246487,2.2039,0.0,8.024727524,10.21669833,48.43159732,0.028157895
TOX-56330,0,10.95379392,6.028212871,1.228881832,14.55834196,5.693368597,7.013757703,3.143040372,14.70018841,0.243007564,2.438648709,3.717158468,0.988602064,31.90073162,4,61.78456686,-1.02603,13.08951281,8.032135459,31.90073162,47.08552194,0.117435897
TOX-12957,1,10.33722233,6.028579652,0.62822276,14.54590278,5.692573432,7.008276057,3.239524421,14.7008443,0.26211294,2.433978322,3.714575126,0.660633793,58.0216688,2,49.38830668,5.8316,72.10472275,17.00110568,9.799819462,52.20727455,0.0
TOX-2845,1,10.33721439,5.009699639,0.628222248,14.54389876,5.685696208,2.266774651,3.230988128,15.59209446,0.229240179,2.42529644,3.25917718,0.660651886,60.47851826,1,62.03243642,5.015,20.13718479,16.00200397,4.899909731,56.74841467,0.0
TOX-29347,0,10.99330249,6.023487546,1.432713975,14.56002842,5.724411835,7.009378577,3.298001919,14.7006796,0.385111642,2.454257477,3.714619788,0.995953161,4.983978521,0,19.05647134,0.70112,0.0,8.029091881,9.384673127,43.77084575,0.037916667
TOX-54540,1,10.33728593,6.023098104,0.626200473,14.5478506,5.709762701,7.009354801,3.257362499,14.70179025,0.348945469,2.448648185,3.703345172,0.6553862,4.983978521,0,12.48718869,2.65502,0.0,16.00304565,4.983978521,54.24015728,0.030506823
TOX-27021,1,10.9595773,6.022557002,1.352975559,14.54462473,5.698187087,7.008272576,3.213781027,14.70222435,0.223502882,2.441669762,3.702994616,0.987157388,25.67112133,1,69.75601124,5.4167,57.50646321,8.022880998,4.899909731,50.08145612,0.0
TOX-3468,1,10.95312215,5.015789857,1.258763254,14.54022304,5.692583872,6.004916255,3.179520856,14.70714934,0.298153102,2.437041885,3.67238559,0.988944997,5.316788604,1,17.69618563,1.1292,6.544756406,8.008692181,5.316788604,48.31507635,0.122105263
TOX-48171,1,11.00419961,6.028991418,1.166620927,13.64427257,5.743801891,7.01044997,3.179482026,14.70035332,0.215179652,2.48910029,3.715427308,0.987761566,18.58433735,0,25.18037091,3.3786,7.109797541,8.030306988,0.0,49.1292608,0.036040044
TOX-10477,0,10.96397255,6.029739257,1.075901756,13.64686553,5.703491652,7.011556551,4.118284432,14.69977112,0.233379975,2.448181791,3.71859299,0.995024331,6.9237372,0,56.09196042,1.9733,6.606881965,8.032944054,0.0,49.31459509,0.048821549
TOX-5834,1,11.0110489,6.022000368,1.314098567,13.64254637,5.750748885,7.008291947,3.037410869,14.70144179,0.195426604,2.49674878,3.713677391,0.987935161,19.07577741,0,32.10410811,6.1085,0.0,8.028640992,0.0,49.62021365,0.022698413
TOX-13140,0,10.33767192,6.023299269,0.626680735,14.64025871,5.699559215,7.009360167,3.23707756,14.70177848,0.274538225,2.443324494,3.704416814,0.656190155,0.0,0,48.57187764,4.78,15.77067865,16.00200393,0.0,52.70796908,0.0
TOX-23988,1,10.94904208,6.022119685,1.276729971,14.5469687,5.688562835,7.008270934,3.243176197,14.70250821,0.243015369,2.433965677,3.70209528,0.988008938,10.21669833,1,63.1867286,4.1377,38.10269619,8.022157505,9.799819462,51.41327035,0.017159278
TOX-3883,0,11.01342971,6.023451499,1.253223388,14.54335649,5.752202594,7.009369815,3.216713207,14.70057736,0.383527693,2.494801241,3.714369228,1.984657914,0.0,0,6.076020107,-1.0956,6.606881965,8.02937907,4.899909731,42.4364187,0.087797619
TOX-12967,0,10.95392151,7.004123241,1.173304089,14.59478897,5.692877482,8.001940548,3.1630471,14.65148012,0.35454611,2.437798267,3.757402002,0.767911975,5.316788604,0,17.69618563,1.3247,6.606881965,17.00320486,5.316788604,44.98639605,0.070758377
TOX-28633,0,10.94716399,6.023262979,1.304718089,14.54334411,5.685947208,7.009372515,3.254118092,14.70068314,0.284374088,2.430706266,3.714075974,0.77399711,0.0,0,55.66066728,4.46844,11.44466614,17.00110302,0.0,52.16404375,0.021642857
TOX-54895,1,10.95191548,6.028556821,1.350476162,14.54587902,5.691155463,7.009359283,3.239796623,14.70068357,0.265087579,2.435750415,3.714931923,0.987810162,11.38315567,1,63.1867286,3.5799,37.46368067,8.029267166,4.899909731,50.19444235,0.018915344
TOX-13957,0,10.94855973,6.028554087,1.218909888,13.64480446,5.688109391,7.00937237,3.22237498,14.69977133,0.248898359,2.433012307,3.716629509,0.987172098,13.8474744,0,24.47146181,3.758,6.606881965,8.030962248,0.0,50.33612449,0.026349206
TOX-2914,0,10.93472978,5.009715587,1.417386893,14.54389507,5.67418577,4.061713501,3.057006996,15.59209601,0.257862771,2.41987595,3.259680249,0.996967897,22.95307819,1,12.61112347,1.7516,13.59242839,7.031464769,4.899909731,54.03549751,0.0
TOX-11181,1,10.93481814,6.033554431,1.065192849,14.54922369,5.674177697,7.011722507,4.055471716,14.69967889,0.219993858,2.419620224,3.722640418,0.987219212,20.85016505,2,74.24722931,3.5175,58.95308438,8.035808858,14.78379798,49.76263534,0.026402116
TOX-2591,1,10.95440303,6.022018063,1.381850635,14.5465624,5.692906924,7.008269598,3.252694576,14.70270976,0.262620935,2.436830584,3.701973957,0.994278751,15.86618653,1,38.36081224,2.9763,44.03234822,8.022023955,4.899909731,51.45596852,0.0
TOX-18192,0,11.14577791,6.042950721,1.43566205,14.66037924,5.881258341,7.011388974,3.046531358,14.66257881,0.403231523,2.607800117,3.738456882,0.987939279,10.02274767,0,6.9237372,0.1627,20.19931035,8.042978433,5.008912524,41.34666896,0.0
TOX-9807,1,10.33723055,5.023885597,0.628231362,14.54457799,5.697955604,2.268848727,3.231108785,15.59159037,0.241393253,2.434812643,3.269072711,0.660648784,79.10196761,1,44.27871829,5.0196,24.53417895,16.00200398,4.899909731,55.47820299,0.0
TOX-113362,0,10.32463783,6.023480469,0.408098305,14.64026125,5.699559215,7.010058013,3.237244294,14.70177848,0.283095327,2.443002203,3.714759677,0.648011338,0.0,0,42.81902403,3.7955,15.77067865,16.00751137,0.0,51.64367292,0.0
TOX-56479,1,10.94839514,6.02337664,1.351973879,14.54519637,5.687334399,7.009358534,3.245445208,14.70179192,0.255135166,2.431746532,3.704685467,0.987162441,30.98790993,1,37.70943564,2.8364,38.04057063,8.023390497,9.799819462,49.85617186,0.021618357
TOX-30580,0,10.43168906,6.022082299,0.282857987,14.54962703,5.685579045,7.008799244,4.027579656,14.70243655,0.319502315,2.385195343,3.7022662,0.49332674,4.992404733,0,31.52875241,4.1042,31.06016216,17.00110348,0.0,53.35275276,0.0
TOX-34590,1,11.04168637,6.02807672,1.148228207,13.6426492,5.781282829,7.008268451,4.018968276,14.70147004,0.298872833,2.526487441,3.713906929,0.987815433,13.8474744,0,6.420821623,1.3496,6.606881965,8.028755603,0.0,48.51636829,0.0
TOX-4437,0,11.23800651,6.014692602,1.814777885,14.5445806,5.958909344,7.008810405,3.022017555,14.70271491,0.432667893,2.662520361,3.701313935,0.99495404,0.0,0,0.0,-0.2956,14.09534397,8.021943637,4.899909731,43.01133003,0.0
TOX-33902,0,10.46530137,6.008172827,0.289685386,14.56934267,5.755422781,7.006602318,4.03913133,14.70567987,0.327458708,2.432112384,3.693977828,0.540742942,19.71484675,0,0.0,0.0024,45.17427932,15.01004492,28.85986759,46.77972099,0.02483531
TOX-1311,0,10.93672116,6.022011249,1.35889073,14.54803681,5.675734949,7.00827008,3.241158815,14.70249301,0.302521778,2.420475836,3.70207965,0.995525407,10.30076712,0,30.18337432,1.8551,13.65455395,8.022166559,10.30076712,49.8214899,0.056553148
TOX-8509,1,10.94554341,6.028771235,1.299667161,14.54092234,5.685776568,7.008270598,3.197120476,14.70146237,0.359807595,2.429935777,3.714672084,0.774000188,5.316788604,0,37.10711152,2.67504,7.047671983,17.00110204,5.316788604,51.45079146,0.039138322
TOX-15632,0,10.44158457,6.009256096,0.285351449,13.64458089,5.997776658,7.00771665,4.033694033,14.70229246,0.436558747,2.402999948,3.717211166,0.529342889,0.0,0,0.0,-0.7007,5.902998432,15.01308995,0.0,44.40097665,0.266666667
TOX-2461,0,11.04106699,6.024516149,1.151078263,14.54451596,5.778930633,7.010441203,4.029808184,14.70178023,0.364541584,2.518216787,3.70697092,0.9872569,10.63357721,0,12.84164325,0.1588,0.0,8.024712645,10.63357721,45.20955901,0.085128205
TOX-30487,1,10.95354492,6.005847834,1.242289409,14.54021977,5.693240527,6.002602428,3.062788032,14.70630518,0.219931373,2.439210053,3.676845422,0.988908342,67.69519955,1,36.43120868,3.4635,19.69639478,8.010500165,5.316788604,52.26026959,0.035358025
TOX-4098,0,10.93327273,6.024506031,1.254031457,14.54816701,5.670148653,7.010463216,3.241577684,14.70046612,0.320248422,2.412077935,3.714728585,0.77400439,10.30076712,0,35.89528683,2.6072,0.0,17.00110325,10.30076712,47.84067229,0.059492232
TOX-70040,1,10.94267312,6.028555051,1.434113403,14.54448458,5.682123187,7.009358987,3.239915087,14.70068362,0.279158388,2.427782661,3.714926661,0.987927038,10.63357721,1,43.29741337,3.6229,30.41600869,8.029265421,5.316788604,49.66168529,0.038186813
TOX-2018,0,10.43534752,6.0220122,1.00403796,14.53782106,5.692506368,7.008291388,3.275314253,14.70144164,0.376580905,2.421479479,3.713692275,0.151461878,67.77261188,0,92.24407369,3.7359,5.733667477,53.00226771,0.0,80.31645435,0.070630252
TOX-73596,0,11.0747409,6.025430337,1.152451585,13.6662597,5.813414167,6.023982922,3.223726519,14.70419331,0.210988236,2.552053426,3.728943995,1.985271316,0.0,0,0.0,-15.2306,46.24817375,8.050998537,0.0,42.43416791,0.16038961
TOX-55462,1,10.94433671,5.055119096,1.24832149,14.55800544,5.683986269,4.005311436,3.23804548,15.58564651,0.263713388,2.429906071,3.326308264,1.986557548,58.42325101,3,29.17754317,2.4668,11.44466614,7.070784789,0.0,51.68029826,0.044110276
TOX-8687,0,10.95391924,7.004115704,1.201185424,14.5947705,5.692871994,8.001935631,3.161063351,14.651558,0.364794918,2.437789551,3.756867857,1.98594742,0.0,1,17.69618563,-0.0522,6.606881965,8.05454284,0.0,44.4766164,0.138479532
TOX-21255,1,10.95306583,6.021915366,1.249215445,14.54131382,5.691853541,7.008271142,3.1317893,14.70270963,0.264913533,2.436754427,3.701983342,0.995953454,5.316788604,0,48.2340145,2.661,11.46733495,8.022030561,5.316788604,51.1936114,0.094932845
TOX-29348,0,11.04053474,6.0221873,1.250799079,14.55752495,5.770223195,7.008276981,3.251456355,14.70269577,0.331611445,2.495092252,3.704108322,0.993938638,11.90771572,0,19.76538045,1.1406,0.0,8.022238165,9.551078169,49.45226262,0.0
TOX-76899,0,10.32257136,6.009080822,0.409698174,14.55650274,5.693291074,7.006718901,3.216681827,14.70505656,0.350232368,2.434690613,3.714391658,0.623400818,14.95193556,0,24.26546827,2.3709,13.36556672,16.00771976,14.95193556,49.8839646,0.026190476
TOX-30067,0,10.95472683,6.022013844,1.249179416,14.54139721,5.694230643,7.008271584,3.061945023,14.70241465,0.269831805,2.439495609,3.702151292,0.988714322,10.63357721,1,17.69618563,1.0604,13.15163837,8.022266452,10.63357721,48.6444489,0.072391304
TOX-45500,0,10.31320955,6.023234766,0.625012186,14.54442434,5.77290377,7.009355491,4.034567776,14.70178023,0.336513241,2.511440707,3.704093735,0.651360524,10.63357721,0,23.8886331,1.3029,11.50570721,16.00480036,10.63357721,54.13500172,0.059855521
