TAID,Class,BCUTi-1l,BCUTv-1l,BCUTi-1h,SIC0,fragCpx,BCUTdv-1h,SlogP_VSA2,BCUTd-1h,BCUTZ-1h,ATSC0i,BCUTZ-1l,EState_VSA8,ETA_psi_1,BCUTdv-1l,PEOE_VSA7,IC0,AATSC0v,Xch-6dv,BCUTd-1l
TOX-32637,1,10.94404461,15.59609994,14.53780869,0.220764375,94.01,4.168104194,6.041840829,4.029914689,7.012273423,53.09860687,5.683741348,60.66367068,0.684615385,1.89305887,30.38936785,1.150061715,54.81868199,0.225137668,0.993917828
TOX-25083,0,10.95245875,14.70681348,14.55329241,0.368860484,43.04,6.007629571,19.1733185,3.229355727,17.00110203,37.24422892,5.692129564,10.30919334,0.568154879,0.774004872,24.61992283,1.71293504,51.28836141,0.046878034,0.992544622
TOX-50185,0,10.95501531,14.69977294,14.55325667,0.25780117,25.06,6.023269247,40.07096681,3.150620664,8.030852477,71.5837208,5.694059367,10.30919334,0.544461778,0.987131671,24.67745534,1.476664595,49.23714942,0.032075015,0.971529288
TOX-17001,0,10.9437741,14.70269453,14.55755153,0.272035065,104.03,6.022242405,9.551078169,3.297124336,8.02224686,54.87794531,5.680033179,17.97408279,0.618843683,0.987915068,37.10711152,1.406400882,51.86378631,0.068055556,0.977867683
TOX-52688,1,10.94031146,14.70270984,14.54374211,0.220254071,198.03,6.021920651,23.3936867,3.214635585,8.022023596,81.3730287,5.679931569,60.46237515,0.641693811,0.988934672,73.76883997,1.284717771,53.13706707,0.274388146,0.977871633
TOX-8152,0,10.94873532,15.57930531,14.56323202,0.382659766,10.02,5.08909063,0.0,3.178759153,17.00110094,23.84799056,5.687163336,6.069221313,0.632508834,0.767934805,11.62981856,1.530639062,52.30737484,0.027777778,0.911345834
TOX-78912,1,10.96002727,14.7022881,14.54705337,0.264343145,212.07,6.0223824,74.41720273,3.179792223,8.022667285,80.8023656,5.699521267,15.11660807,0.550881954,1.892502364,24.26546827,1.535134464,49.60272056,0.126863138,0.97803948
TOX-14204,0,10.96020782,14.70067865,14.5475212,0.317084658,19.06,6.029173211,37.66436469,3.122814289,8.029279313,52.64447507,5.698957452,17.21251289,0.517857143,0.994944043,12.13273414,1.6393039,47.41582937,0.027777778,0.957260575
TOX-1679,1,11.04035713,14.70081531,13.64738262,0.352141003,64.04,6.033975201,24.14654335,3.214507685,8.034058348,26.3891118,5.779743101,4.736862954,0.465116279,1.891075115,12.84164325,1.521928095,45.45206093,0.310695415,0.977338754
TOX-35216,1,10.94128691,14.70119069,14.54327058,0.230780742,23.04,6.02826143,43.71724817,3.275821314,8.028934373,69.81858434,5.680836481,38.6612256,0.579787234,0.987184754,43.98179624,1.328117208,50.03855005,0.020833333,0.977790945
TOX-38461,1,10.94746857,14.70549059,14.54022301,0.252475669,109.03,6.009001226,20.26143591,3.199539795,8.012688824,59.03845786,5.686810145,47.78135808,0.605210421,0.996623291,41.66473186,1.361428949,52.38154207,0.08899274,0.987195489
TOX-72137,0,11.14717412,14.70270638,14.54754382,0.268950707,11.03,6.022071862,42.0099596,3.161427559,8.022078812,39.49059657,5.878881171,0.0,0.565217391,0.987200573,27.6949488,1.344753534,45.8678752,0.0,0.977915057
TOX-73686,1,10.93610076,14.70110076,14.54823783,0.246895248,198.05,6.028228416,43.16230143,3.276319546,8.029232975,77.45791922,5.67527338,41.07309373,0.581818182,0.987846336,36.3072739,1.427390242,51.13524929,0.179309462,0.977623349
TOX-6213,1,10.94468655,14.70212772,14.54390601,0.276670685,250.06,6.022587513,37.86146768,3.259983257,8.023346943,63.74547872,5.684093423,11.94758171,0.537890045,0.996962099,42.79449779,1.51943476,49.05173913,0.107429094,0.977998343
TOX-19843,1,10.93584572,14.70271566,14.55110531,0.226847617,241.03,6.021923268,34.38160797,3.320825897,8.02196134,75.70211501,5.675059465,33.73247765,0.636363636,1.837045409,69.16216716,1.299365107,52.86300624,0.275005059,0.978043105
TOX-20578,0,10.90945315,14.70019266,14.54379682,0.214631774,574.15,6.031567315,94.45743189,4.024131643,8.034036931,161.920619,5.648722506,5.316788604,0.528615385,0.987574673,38.97996584,1.482438178,49.42162464,0.137606581,0.97219897
TOX-2074,0,10.92517272,14.70255049,14.55189489,0.251018915,191.05,6.021932877,52.76370851,3.303310612,8.022112592,77.06421837,5.664308401,59.35110683,0.590764331,0.987839332,42.65568981,1.43781638,51.01663759,0.169868775,0.977864176
TOX-60763,0,10.31139692,14.70068338,14.5402921,0.347097703,58.05,6.023227232,16.98301241,3.204835227,16.00450275,47.1189174,5.693131363,5.316788604,0.567622951,0.650327341,29.65518408,1.703170455,49.78218072,0.09581916,0.972781859
TOX-9225,0,11.02230034,15.57930613,14.56323031,0.656265789,4.02,5.089065292,0.0,3.037753523,17.00110124,11.24289843,5.757560209,6.578935684,0.570093458,0.773993515,0.0,1.842370993,45.97984974,0.0,0.911113657
TOX-50259,0,10.34606667,15.59609983,14.53781669,0.327247991,10.02,4.195839283,0.0,3.19603432,16.00121192,34.08236084,5.685157414,19.55252635,0.682608696,0.552030603,37.10711152,1.437377051,57.19148168,0.020833333,0.992448358
TOX-32608,0,10.95527042,15.59355771,14.54205519,0.257986642,14.03,4.049946362,26.17902562,3.05348938,7.022920282,46.85369466,5.694859518,34.89904548,0.609090909,1.890999579,5.563451492,1.301386299,49.21662727,0.032075015,0.987937623
TOX-51363,0,10.93438533,14.70146566,14.55153866,0.271094042,156.03,6.028341832,10.53640494,3.32154704,8.028785215,52.33142563,5.673693581,23.62357098,0.605210421,0.995264408,19.05647134,1.401535864,51.29870296,0.22064976,0.977963764
TOX-51409,0,10.31912572,14.70077045,13.65077692,0.289020969,61.06,6.021605391,33.01972288,4.043879485,16.01326069,54.85183372,5.693497329,0.0,0.524861878,0.645336352,39.82768294,1.538148813,50.98801177,0.130752966,0.971487757
TOX-60544,1,10.95375961,14.70119036,14.54472345,0.279952577,19.05,6.028257661,44.72307932,3.206232719,8.028929212,55.14546771,5.692436558,0.0,0.536585366,0.987733355,32.64889973,1.499860492,48.43159732,0.024056261,0.97784332
TOX-17690,1,10.94170312,14.70632991,14.54465392,0.221735126,212.04,6.010051462,60.78176726,4.03507362,8.010420276,87.6766185,5.681398938,78.24459748,0.617083947,0.992919783,49.92422853,1.325372918,52.11148386,0.221146567,0.987656348
TOX-42691,1,10.93708168,15.58934801,14.54803144,0.239711078,99.02,4.268525082,11.52873493,3.240071691,7.045025505,55.91339693,5.676150793,71.09491431,0.659574468,1.895192169,30.15884808,1.248763681,53.57874331,0.127034978,1.734186642
TOX-76604,0,10.95434295,14.70716774,14.54390366,0.271319271,49.03,5.013987674,40.41041011,4.022916148,8.007522998,47.21481541,5.693884876,17.03264387,0.576142132,0.995401999,25.9556823,1.391673329,50.53558414,0.069342815,0.991632862
TOX-16049,0,10.95488946,14.70046968,14.54379513,0.29159108,67.06,6.024472249,46.92145551,3.16304,8.029525195,59.2837554,5.694397997,5.316788604,0.525951557,1.838814635,31.39519901,1.572351663,48.60551796,0.087976714,0.972580183
TOX-7671,0,10.34444732,20.47651957,11.37248127,0.412697252,3.02,2.107941929,11.50570721,2.11109901,16.00224426,19.46944201,5.898823684,25.2575783,0.8,0.545782225,11.50570721,1.370950594,70.26367783,0.0,0.986001079
TOX-16306,0,10.20157076,15.59296754,14.54988407,0.253825905,104.05,5.015703652,53.27978701,4.043693697,16.0424554,74.97758686,5.824530066,14.01124857,0.689956332,0.389833182,50.33178583,1.432556904,53.48237895,0.237170825,0.985303721
TOX-51726,0,10.31322072,14.70268914,14.69421465,0.293055556,134.07,6.022252962,19.46002128,3.3186501,16.00441264,79.45956317,5.699555908,15.61755573,0.596546311,0.653457766,62.81800481,1.627803126,51.32331356,0.135915122,0.977163552
TOX-51587,0,10.31251249,15.59102505,14.5461498,0.340478449,49.05,5.016149801,24.19628295,3.166827649,16.00545605,53.9531317,5.692860603,39.79895521,0.646907216,0.652599151,29.91405907,1.654037835,55.84548061,0.134208321,0.977310419
TOX-11222,1,10.95210655,15.59159085,14.54457414,0.214221841,114.02,5.023841745,31.07893535,3.228697952,7.032741892,69.10476801,5.691806555,72.17823041,0.666666667,0.9872569,49.19079318,1.196420947,53.50819315,0.055555556,0.9872569
TOX-69734,0,11.09645224,14.700475,14.54580255,0.304701695,19.07,6.029019425,74.46473576,3.125383916,8.029675669,52.38971349,5.835620236,5.316788604,0.485768501,0.994936609,20.51616559,1.62160051,45.39199091,0.088176561,0.977176153
TOX-36692,1,10.94629327,14.70178585,14.54822084,0.258862083,205.06,6.023382042,72.95423385,4.034853192,8.023438925,81.71505994,5.685627898,22.16428005,0.583577713,0.996960378,18.17457497,1.489722164,50.50271569,0.184686888,0.977320601
TOX-25664,1,11.07572979,14.70145682,14.54588968,0.225302191,23.05,6.028410397,79.2549869,3.125379797,8.02886602,75.36809051,5.813502759,37.49476826,0.57699115,0.987131948,25.68328649,1.330835395,47.1795212,0.05,0.977765995
TOX-56919,1,10.93310174,14.70604051,14.54803515,0.240799122,124.04,6.007459529,30.28981627,3.250049984,8.011353402,72.40278288,5.670078556,17.22450432,0.599303136,0.98790882,74.01670954,1.372660877,51.31064561,0.101615726,0.987199891
TOX-4075,0,10.94757012,14.69977138,14.54380518,0.247156915,184.09,6.029525634,66.80422697,3.206115903,8.032307171,95.99148354,5.686909639,5.316788604,0.530286929,0.987798422,55.51220626,1.51489468,49.22870931,0.08518321,0.972492361
TOX-17777,1,10.91876543,14.70169644,14.54579408,0.221373267,575.11,6.026765642,100.8732111,4.028791082,8.02821497,133.8833103,5.657935979,0.0,0.545667447,0.992970864,111.407496,1.46431993,50.10134543,0.126293576,0.977114828
TOX-10850,0,10.43534734,14.70068328,14.540293,0.337517256,22.07,6.023221949,16.98301241,3.276610307,53.00226803,62.75452328,5.686230998,73.08940049,0.796052632,0.151461879,92.7566423,1.771266094,73.77171503,0.018042196,0.97258114
TOX-63421,1,10.95405261,14.70240419,14.54027989,0.257576004,24.05,6.022016223,18.12350467,3.179173746,35.00041809,68.61779223,5.693451558,27.32275261,0.625212947,0.254825181,41.94393863,1.468296486,53.81721423,0.024056261,0.977846469
TOX-61752,1,10.9369835,15.58693403,14.55173511,0.259411856,43.02,5.036779695,23.56235334,3.240118363,7.056073037,44.49627198,5.675831172,61.07233717,0.641509434,0.994278381,43.24412088,1.272905595,52.26089895,0.104357209,0.988610065
TOX-4282,1,10.33767164,14.70271044,14.5448407,0.259627743,73.04,6.021929881,37.20004344,3.179157954,16.00200347,73.35599675,5.689002932,30.37840937,0.642218247,0.656188074,56.58598134,1.450011211,54.53433839,0.059852793,0.977866921
TOX-62129,0,10.33723092,15.59139886,14.54484857,0.281755727,163.04,5.02543218,31.07893535,3.240676797,17.00110374,63.63964467,5.697856764,53.24569386,0.661576902,0.6606455,63.31066338,1.509520961,56.18772764,0.150616421,0.992979569
TOX-42069,1,10.93702378,15.586986,14.55165009,0.229097553,94.02,5.036832827,17.65661246,3.26995154,7.056025204,57.64604423,5.676074858,47.39387208,0.656716418,0.996960934,56.32052391,1.219240705,52.78704033,0.192310995,0.993876622
TOX-51032,0,10.95254045,14.70646304,13.62744313,0.349164667,10.02,6.00746393,7.109797541,3.179018751,17.00110163,24.49564376,5.69284767,0.0,0.597183099,0.774004409,24.61992283,1.483226197,55.0865439,0.024056261,0.987793013
TOX-29351,1,10.3355628,14.70681843,14.54453301,0.246139782,67.03,6.007535715,38.40266125,4.029091106,16.00221287,68.81704029,5.685516041,80.70569663,0.657425743,0.630916012,38.90466891,1.367205288,55.22889583,0.059852793,0.987178387
TOX-61641,1,10.95259435,14.70120799,14.54327088,0.236787941,198.04,6.028341246,41.71397802,4.028934394,8.02900387,75.02254107,5.69225861,4.899909731,0.597222222,1.887643793,55.81760833,1.362687964,52.20366431,0.234109008,0.977973931
TOX-17475,1,10.9461602,13.30279247,17.43069647,0.278845455,114.04,7.01408203,13.08951281,4.022099865,9.014087022,119.9787244,5.685780892,23.10866397,0.535820896,1.895951164,41.82284592,1.463360736,50.29917496,0.105496339,0.989894075
TOX-30955,1,11.03605898,14.70177585,14.56481929,0.323483713,94.06,6.023837382,19.10215634,3.319148047,8.023852607,51.77265314,5.758474383,9.967957042,0.525423729,0.996026452,12.84164325,1.64571137,47.01431481,0.127281639,0.977251047
TOX-2097,0,11.13946149,14.70271345,14.54458671,0.376668408,5.02,6.021971194,24.90243343,3.119530032,8.022020301,18.04250377,5.873400948,0.0,0.50931677,0.993908522,0.0,1.471602261,44.43389942,0.0,0.972646359
TOX-61155,1,10.93743265,15.58926616,14.54815465,0.229097553,94.02,5.010019552,22.97340106,3.240216932,7.045167372,57.64604423,5.676435135,47.2699373,0.656716418,0.987986518,43.47888066,1.219240705,52.78704033,0.159509685,0.987984435
TOX-50391,0,11.01480831,14.70177585,14.56538806,0.340039978,52.06,6.023840539,18.68527746,3.337440163,8.023851589,48.11397803,5.75219434,4.983978521,0.516629712,0.993444467,12.99975731,1.684624803,46.29350055,0.075614097,0.977250809
TOX-76635,0,10.43534549,14.70046962,14.54490344,0.401073842,21.09,6.024484661,41.88544584,3.321655948,53.00226797,57.57691225,5.687586749,5.316788604,0.732247731,0.151462965,67.77261188,2.005369209,70.75523598,0.015625,0.971497086
TOX-8825,0,10.99322171,20.31244798,11.53099452,0.238608501,5.0,4.030693822,0.0,3.037385222,6.270694518,20.50092258,5.732921705,13.15787137,0.714285714,0.995918129,13.34455882,0.954434003,52.76423752,0.0,0.957305845
TOX-45369,1,10.94377233,14.70069611,14.54327629,0.236787941,139.04,6.028552811,42.39069557,3.229580107,8.029182721,75.02254107,5.683295269,11.82364693,0.597222222,0.993931725,38.79732554,1.362687964,52.20366431,0.124402515,0.977258381
TOX-52000,1,10.94473418,14.70179194,14.54489535,0.249622672,129.05,6.023356152,60.00952948,4.030088167,8.023550039,73.16629189,5.684406345,10.9662768,0.572815534,0.996959982,56.82343949,1.429818809,50.47029572,0.179912748,0.977320513
TOX-48947,0,10.31156036,14.70102267,14.5513486,0.325407691,139.1,6.022617447,57.05689811,4.04381864,16.01326721,80.71944663,5.699513704,19.92277172,0.543568465,0.644140521,30.6862899,1.827069764,50.79046858,0.168851494,0.970632589
TOX-50064,1,10.31188794,14.65045727,14.64197713,0.352742168,154.12,7.005228231,26.95238093,3.20909266,16.00450425,78.48306513,5.697134289,15.51117744,0.505454545,0.650339857,18.19910121,1.925771746,42.8716214,0.137130162,0.971529005
TOX-60807,1,10.95991683,13.29989149,17.43382275,0.43822013,26.15,7.018423879,39.12139792,4.152380752,9.017371564,151.3605171,5.697134343,5.101407526,0.345688707,1.985046427,6.066367068,2.229428627,31.06560812,0.024056261,0.971529379
TOX-61638,1,10.92134079,14.70120837,14.54327005,0.239682419,129.04,6.028340353,41.71397802,4.029042144,8.029000926,71.17720171,5.66097268,16.74077837,0.589108911,0.987666817,38.26988373,1.366295181,51.70587727,0.202033993,0.977892695
TOX-20225,1,10.32420874,14.70568637,14.54500441,0.268337966,170.04,6.008290842,47.23541556,3.242416238,16.0075114,69.55237191,5.691604813,41.11295972,0.639405204,0.652425175,36.72813073,1.473672688,54.47439205,0.105555556,0.978041328
TOX-63282,0,10.43535123,14.70055703,14.54029657,0.337564887,24.09,6.023624376,36.30074273,3.276020188,53.00226817,67.58319251,5.698827736,73.08940049,0.713883677,0.151461879,80.25980057,1.82025702,70.45209816,0.018042196,0.971497447
TOX-61692,1,10.95140013,14.70120858,14.54390785,0.254153952,119.04,6.028134448,42.2168936,4.033849844,8.028990523,63.74391233,5.691043293,10.97592984,0.579787234,0.996963933,37.44669287,1.403835103,51.45868919,0.186997261,0.977937321
TOX-78958,1,10.92532812,14.70120895,14.54390187,0.23712479,67.04,6.028335189,47.81794441,4.028902411,8.028995367,66.17200917,5.664966552,23.78845035,0.574585635,0.987856073,39.1517801,1.345072668,49.98043223,0.136718506,0.977889159
TOX-69245,1,10.33723016,14.70646086,14.53781078,0.274347012,58.03,6.007455416,13.15163837,3.179517568,16.00200367,57.37150743,5.693922722,36.39820241,0.649321267,0.660650228,49.23984566,1.43975323,55.43306871,0.055555556,0.98717831
TOX-109804,0,10.96066873,14.70116296,14.54453283,0.295579842,16.04,6.028251205,44.72307932,3.054163828,8.029023361,44.28504895,5.700267475,0.0,0.532374101,0.994940947,26.2280781,1.491021216,49.06332466,0.032075015,0.977873158
TOX-30118,0,11.05813595,14.70200835,14.54299736,0.263999075,194.17,6.022572679,153.0945061,3.197318605,8.026570247,94.47148872,5.795419885,5.316788604,0.436507937,1.890184642,19.38639965,1.664192286,42.75271435,0.162715636,0.977655721
TOX-33508,1,10.9341716,14.70172043,14.54327763,0.246803551,164.07,6.023047886,56.25042834,3.320519596,8.024912229,83.5375994,5.673522924,18.74738413,0.54379562,0.9872569,42.92808562,1.463727033,50.10561488,0.077423469,0.977810273
TOX-37625,1,10.95991243,14.65045727,14.59665556,0.327663411,20.08,7.005217389,40.92555745,3.207127837,8.05687971,53.64799851,5.697105919,10.21669833,0.478571429,0.9872569,19.15587988,1.719553828,44.82430863,0.024056261,0.971529379
TOX-3129,1,10.93610237,14.70116083,14.54823713,0.253751947,250.05,6.028085957,47.26299768,3.276420528,8.02917955,73.76702034,5.675274941,34.14935653,0.577464789,0.997569912,49.14891714,1.446497679,50.98731424,0.234865017,0.977675167
TOX-11348,0,10.99387436,14.70816156,14.54820556,0.293145386,43.03,5.034347433,28.07992846,3.177496546,8.006128998,42.96051018,5.728555228,9.883888252,0.583577713,1.82647351,38.06389019,1.438432335,50.10979952,0.100573516,0.993876771
TOX-19190,0,10.94668003,14.70169431,14.64336618,0.346390454,114.07,6.02473803,29.70656375,3.14547959,8.02488697,54.94864633,5.685284136,10.41819613,0.523316062,1.991657424,36.39820241,1.731952269,42.32366276,0.114382509,0.911333404
TOX-18774,1,10.3372292,14.70270063,14.54766404,0.296649382,198.07,6.022003981,55.09947241,3.231755326,17.00110426,79.79013148,5.697870248,46.19802187,0.606729533,0.660645625,43.29741337,1.674246452,53.25855986,0.136066699,0.972942215
TOX-26791,0,10.31006795,14.70215318,14.55603515,0.530576822,9.05,6.017526691,24.64152321,4.042853902,16.0132194,26.5019367,5.830992418,9.967957042,0.483146067,0.615889936,0.0,2.072905595,47.21849802,0.045643546,0.968644488
TOX-61354,1,10.31322215,14.70102496,14.54435517,0.305993128,22.07,6.028211732,36.44970548,3.17920103,16.00441224,64.19562089,5.69345252,10.63357721,0.535836177,0.653461482,36.33488069,1.670548561,50.3355831,0.024056261,0.977176086
TOX-75617,1,11.03581043,14.700337,13.64629453,0.189945811,608.12,6.023710182,110.9003786,4.033131401,8.031940942,149.7998617,5.775051122,27.6949488,0.529157667,0.993003458,71.63486901,1.318701551,48.46058054,0.453464947,0.972364118
TOX-25066,1,10.31314774,13.30469676,17.42452598,0.477843143,17.08,7.001960945,32.58761312,4.042867249,17.00110444,65.13933665,5.699935064,0.0,0.505905512,0.645220221,30.41697465,2.24607289,50.47467288,0.024056261,0.968221075
TOX-62002,1,10.99289272,14.70120911,14.54326836,0.244161896,109.04,6.028334814,47.31502883,4.033647514,8.02899432,62.52518817,5.732406497,11.47884541,0.568965517,0.995914777,57.18754708,1.363635035,49.90725093,0.242127761,0.972745481
TOX-52948,1,10.93887295,14.70043853,14.54369143,0.273891603,139.08,6.028955701,58.56369361,3.315367426,8.03034011,71.647314,5.67772042,10.21669833,0.50617284,0.99662337,31.99752313,1.568829314,47.82283166,0.128702632,0.977582094
TOX-9530,0,10.3132265,14.70271187,14.5544431,0.542904861,9.05,6.021912709,16.8552364,3.073938673,16.00441078,28.17155736,5.837972579,22.52706678,0.51171875,0.653472257,12.21787344,2.067031495,46.06956453,0.019764235,0.977290667
TOX-3203,0,10.95397579,14.7014408,14.54024673,0.352225781,58.05,6.022003294,11.07583268,3.230778923,17.00212467,41.86317085,5.692605398,5.316788604,0.571838256,0.773083371,23.7625527,1.728333372,50.68834513,0.051834039,0.972842793
TOX-50107,0,10.43571477,14.70144568,13.64253322,0.596563361,5.03,6.02200692,11.07583268,3.037683739,53.00025756,14.92149652,5.773947842,0.0,0.693842151,0.151291383,4.082750886,1.891061112,73.73041985,0.0,0.972918398
TOX-12471,0,11.057359,14.70583043,14.56929175,0.277403657,36.12,6.011788324,76.26509011,3.212452342,8.016755583,97.99832709,5.796383253,0.0,0.50931677,1.896430116,0.0,1.67673703,46.7763425,0.037037037,0.910540801
TOX-61357,1,10.9539554,15.586223,14.55681254,0.251162071,55.04,5.016896436,25.59382379,3.203283892,7.065933214,59.02609956,5.692758262,34.48216661,0.605633803,1.826887962,30.89228343,1.336666482,49.73099426,0.027777778,0.972961097
TOX-6027,0,10.95927959,14.65159627,14.59476606,0.513759133,11.05,7.004114038,4.923311049,3.17974725,17.00110177,24.79228763,5.697988386,0.0,0.483340737,0.774011548,6.066367068,2.055036533,42.83400755,0.024056261,0.972899912
TOX-36474,1,10.94756777,14.70588248,14.54390054,0.270867794,18.04,6.007470989,42.42207241,3.232077679,8.011911397,51.58268282,5.686995095,6.578935684,0.549019608,0.996272762,25.09831217,1.431645237,49.54041409,0.020833333,0.957282487
TOX-15122,1,10.942067,14.70681821,14.5445335,0.213555559,70.02,6.005855857,32.14689207,4.022235218,8.010025666,71.10384753,5.681742767,94.36376891,0.650579151,0.989032329,36.20068891,1.217360589,53.13657345,0.059852793,0.98713721
TOX-35847,1,10.94128672,14.69976938,14.54453928,0.237293835,27.06,6.030723777,56.79635099,3.27595023,8.031472261,77.17476954,5.680836223,0.0,0.543227666,0.987173462,58.33218622,1.401668724,49.23320333,0.020833333,0.97721088
TOX-37293,1,10.31158778,14.70001093,14.56805101,0.236926879,1114.42,6.035956765,268.4689715,3.249560952,16.00558537,270.6281297,5.741075602,67.12139135,0.478617249,0.649555318,59.66794569,1.789885156,45.50229661,0.260881966,0.971466118
TOX-39539,0,10.98555069,14.70048782,14.63722327,0.346150826,67.1,6.023458979,67.93033984,3.193962482,8.029910054,51.18639236,5.721406739,15.83556132,0.433990895,2.820505765,12.13273414,1.803256585,42.08128413,0.05103434,0.972671016
TOX-27160,0,10.3197675,14.70087546,14.54281282,0.345893083,109.06,6.024251348,24.53737243,4.048591816,16.01312272,49.89849319,5.688332198,0.0,0.546112116,0.64491513,31.18920547,1.729465414,47.80589185,0.14488485,0.971399582
TOX-12048,1,10.95323834,14.70553293,14.53780998,0.286752474,14.03,6.00862346,20.26143591,3.18091869,8.012318643,41.26064062,5.692730059,0.0,0.559659091,0.99358487,37.10711152,1.420628049,49.61114491,0.024056261,0.987167664
TOX-8613,1,10.43559721,15.59609996,14.53781786,0.521419247,10.04,4.231330126,0.0,3.230288928,53.00025767,22.49751578,5.699036333,22.59087063,0.75879397,0.15239907,34.72360476,1.985228136,64.3571685,0.020833333,0.992374528
TOX-41589,1,10.96004581,14.70588604,14.54022503,0.25201814,61.04,6.008712202,37.01085495,3.061885635,8.011895944,58.87807216,5.699546283,5.316788604,0.562874251,0.988938023,43.02501757,1.384046602,49.81432974,0.069444444,0.98860371
TOX-13553,1,10.96606906,14.70031432,14.54564191,0.271795796,233.1,6.029971011,71.43683232,4.034742606,8.030716827,87.26411407,5.703696298,6.9237372,0.51048951,0.987785336,13.34455882,1.618325528,47.45315776,0.856077467,0.972363978
TOX-12265,1,10.95098414,13.30411968,17.42477298,0.259350895,233.06,7.004059932,54.21402617,4.029940438,17.00110381,108.8970719,5.691287847,4.899909731,0.582914573,0.773999223,93.70003123,1.54422614,52.50566426,0.167358954,0.977271014
TOX-4020,0,11.06135526,14.69977238,13.64719208,0.358606731,12.07,6.024507937,43.93507625,4.023974207,8.033364238,23.61479571,5.799911262,0.0,0.368663594,1.985962623,0.0,1.575114591,38.38096768,0.0,0.971466729
TOX-74973,1,10.32234957,14.70473292,14.5437842,0.292062744,184.06,6.00938354,45.75250152,3.243613887,16.00871835,75.53145777,5.691535082,16.2830654,0.620294599,0.623389832,41.81319288,1.622288461,54.93149035,0.107735738,0.972784922
TOX-22313,1,10.95523865,14.70118211,14.5436853,0.253751947,134.05,6.028256217,37.23430098,3.077733534,8.029009492,73.76702034,5.694918976,10.21669833,0.577464789,1.82646243,43.62734169,1.446497679,50.98731424,0.138909734,0.9779993
TOX-62429,1,10.94617774,14.7012084,14.54390796,0.252159926,124.04,6.028135513,42.2168936,4.033829213,8.028992125,65.64582299,5.685810564,4.899909731,0.584615385,0.996963579,37.56097462,1.400644716,51.69428392,0.219986845,0.9779369
TOX-62797,1,10.95368812,13.30411926,17.4247733,0.241906057,240.06,7.004060474,59.37397063,4.029881909,9.004070619,117.2825441,5.693060989,35.780028,0.580844672,0.987665475,75.54998251,1.467423718,51.22377865,0.218278333,0.977270949
TOX-10923,0,10.94018725,14.70816318,14.54785422,0.371802392,31.02,5.012273666,10.09050592,3.191298356,8.006124368,26.07830232,5.679012601,4.983978521,0.579591837,2.82769069,24.26546827,1.519728462,49.72105858,0.072168784,0.993853995
TOX-50787,0,10.91603926,14.70271248,14.54028893,0.323021942,49.03,6.021925569,10.7343538,3.191324228,35.0004178,40.30867232,5.655475975,21.2467325,0.689008043,0.254830083,29.82891977,1.552881124,56.22572734,0.051834039,0.977702819
TOX-37667,1,10.97555113,14.70041408,13.64428465,0.265265257,170.06,6.029419662,47.55271154,4.121307937,8.030294316,56.41425401,5.715067271,0.0,0.507246377,0.993297572,24.99368346,1.439399517,48.71322693,0.826654097,0.957417351
TOX-24769,1,10.94856485,14.70251666,14.54327077,0.219122578,79.03,6.022026707,36.92430586,3.205167731,8.022095371,77.70126127,5.688255497,49.9365896,0.624172185,0.987212881,49.19079318,1.278117898,52.61953306,0.055555556,0.977879899
TOX-43515,1,10.95486566,14.70146506,14.54327307,0.227110451,67.03,6.028127192,36.60745062,3.13622436,8.028774754,67.7301303,5.694486964,11.82364693,0.609615385,0.993932012,57.82927064,1.288267075,51.35742834,0.096624737,0.977997353
TOX-22592,1,10.93094113,14.70031471,13.64551673,0.265355801,377.1,6.02968104,68.4817367,4.033885096,8.031359613,69.77875353,5.670267921,0.0,0.476718404,0.993061587,13.8474744,1.512644748,45.60807039,0.188482732,0.977223077
TOX-12800,1,11.05673491,15.59175026,14.54433421,0.250518958,34.02,5.009692481,37.12077618,3.055610162,7.032380989,38.27848263,5.794077514,24.18810752,0.623529412,0.99366381,25.80722127,1.217016339,48.19736867,0.085380322,0.993019115
TOX-22988,0,10.1988932,15.59521879,14.5431818,0.312129191,16.04,4.047981378,13.08951281,4.034379258,16.04245001,55.44463174,5.700823346,23.33246149,0.715469613,0.388703506,0.0,1.574502655,57.56711876,0.032075015,0.956706427
TOX-35799,0,10.33801407,14.65159508,14.59478257,0.341195717,55.05,7.004116292,21.25880689,4.018112475,16.00200299,51.85907758,5.688090558,18.83987913,0.578947368,0.65620919,37.61968013,1.705978586,51.93421645,0.277328645,0.972876595
TOX-3973,1,10.3192859,14.70101886,14.54405316,0.309676032,70.08,6.022684048,52.01079403,4.042874573,16.013355,67.83766218,5.693526471,17.14043553,0.526655897,0.642094058,44.13025726,1.710514751,49.3765504,0.153155706,0.968273567
TOX-16023,1,10.95371425,14.65155619,14.59477865,0.38505004,61.07,7.004118494,15.93701817,3.251279641,17.00110267,44.0661717,5.692332295,5.316788604,0.503850103,0.774006711,30.33183534,1.870565776,43.44420992,0.051834039,0.972705772
TOX-17793,0,11.05805023,14.70419686,14.54225591,0.243731365,484.23,6.01818321,218.3176423,3.204589787,8.031692883,126.0957552,5.795238309,0.0,0.431034483,1.977944529,12.84164325,1.643106953,42.88320065,0.219212289,0.987200185
TOX-56800,0,10.31145074,14.70236713,14.54798911,0.350232368,58.06,6.022155052,25.11075333,3.210925083,16.00450341,52.85017547,5.693279774,4.983978521,0.548,0.653189856,25.12283841,1.766710097,50.40657966,0.160986901,0.972822008
